;SECTEUR;SOUS-SECTEUR;CIBLE;AGE-MIN;AGE-MAX;NOM;ADRESSE;LATITUDE;LONGITUDE;MAIL;TELEPHONE;LIEN
406;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Accueil associatif UFCV salle attente PMI Béziers;;43.3376441;3.2556267999999995;languedoc-roussillon@ufcv.fr;;
407;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Planète Lirou(maternel & élémentaire);Maison des Enfants, Rue Font Claire, 34620 Puisserguier;43.367434;3.051838;;04 67 93 65 17;
408;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Planète Orb (maternel & élémentaire);Ecole Maternelle/Espace Léo Lagrange, 34360 CESSENON-SUR-ORB;43.450873200000004;3.0501278;;04 67 89 60 78;
409;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montagnac (maternel & élémentaire);7 rue gendarme Lebaron, 34530 MONTAGNAC;43.4839644;3.4791502999999997;alsh.ferry@ville-montagnac.fr;04 67 25 02 24;
410;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal la Clé des champs (maternel & élémentaire);Avenue de Caux, 34320 ROUJAN;43.5046204;3.3133081;lacledeschamps.roujan@wanadoo.fr;04 67 24 82 31;
411;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montagnac (maternel & élémentaire);;43.499911600000004;3.5975426;alsh@villeveyrac.fr;04 67 53 44 92;
412;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Loupian (maternel & élémentaire);;43.449123799999995;3.6148102999999994;clae@loupian.fr;04 67 43 91 62;
413;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Mèze (maternel);;43.421470299999996;3.5955472;alsh.maternel@ville-meze.fr;04 67 43 93 55;
414;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Mèze (élémentaire);;43.441308299999996;3.5945258;alsh-sesquiers@ville-meze.fr;04 67 43 93 55;
415;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Marseillan (maternel & élémentaire);1 rue du Général de Gaulle, 34340 Marseillan;43.3170627;3.5462837;sabrina.ibanez@marseillan.com;06 67 65 37 71;
416;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Florensac (maternel & élémentaire);AVENUE JEAN JAURES, 34510 Florensac;43.3839211;3.4645667;;;
417;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Fontès (maternel);;43.5390115;3.3794154;pole.fontes@cc-clermontais.fr;04 67 24 10 22;
418;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Fontès (élémentaire);;43.5395635;3.3814184000000003;;;
419;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Canet (maternel & élémentaire);;43.608585999999995;3.4886468999999996;pole.canet@cc-clermontais.fr;04 67 96 93 53;
420;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Ceyras (maternel & élémentaire);;43.648404799999994;3.4538333;pole.ceyras@cc-clermontais.fr;04 67 88 67 04;
421;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Clermont l'Hérault (maternel & élémentaire);;43.6330524;3.4301709000000002;pole.clermont@cc-clermontais.fr;04 67 96 23 05;
422;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Nébian (maternel & élémentaire);;43.6045216;3.4349383;pole.nebian@cc-clermontais.fr;04 67 88 08 98;
423;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Paulhan (maternel & élémentaire);;43.54300429999999;3.4605612;pole.paulhan@cc-clermontais.fr;04 67 25 05 23;
424;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Gigean (élémentaire);Rue des écoles laïques, 34770 Gigean;43.5002341;3.7131748;;04 67 46 64 61;
425;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Gigean (maternel);Rue de la Clau, 34770 Gigean;43.494122600000004;3.7060824;;06 67 53 77 19;
426;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Poussan (maternel  é élémentaire);26 rue de la salle, 34560 POUSSAN;43.488103499999994;3.6668613;clsh@ville-poussan.fr;04 67 18 13 38;
427;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Gignac (élémentaire);Centre Georges Frayssinhes, Rue Pierre Curie, 34150 Gignac;43.6535417;3.5465957;centredeloisirs@ville-gignac.com;04 67 57 63 31;
428;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint André de Sangonis (maternel & élémentaire);7 Cours de la Liberté, 34725 Saint-André-de-Sangonis;43.650686799999995;3.5033461000000004;;04 67 60 31 67;
429;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montpeyroux (maternel & élémentaire);;43.6983965;3.5011767999999996;enfance.jeunesse@montpeyroux34.com;06 14 39 69 44;
430;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Pargoire (maternel & élémentaire);Espace Jean moulin, 34230 SAINT PARGOIRE;43.526555;3.5177605000000005;enfance-jeunesse@ville-saintpargoire.com;04 67 98 76 75;
431;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif La Clau Besierenca (maternel & élémentaire);;43.3395751;3.2172194;clau.calandreta@gmail.com;04 67 28 18 53;
432;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Association Jouons en ludothèques;;43.5997216;3.8447079;;04 67 69 00 81;www.jouonsenludotheques.fr
433;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Cessenon-sur-Orb (maternel & élémentaire);;43.4495675;3.0498402000000002;;;
434;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Mairie;;43.6530197;3.5511947;;;
435;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Fabregues;;43.5495789;3.7791279;;;
436;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;MONTARNAUD;;43.64881679999999;3.6982044999999997;;;
437;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Cournonsec;;43.543483;3.6993669999999996;;;
438;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Lattes;;43.568028000000005;3.901911;;;
439;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Bouillon Cube / LA GRANGE;Bouillon cube La Grange, 34380 Causse de la Selle;43.813824;3.660712;grange@bouilloncube.fr;04 67 71 35 42;www.bouilloncube.fr
440;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lauret;;43.8327149;3.8855452000000006;;09 60 12 94 77;
441;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Claret;;43.861204;3.9044269999999996;;09 60 12 94 77;
442;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;MDJ Claret;;43.8647323;3.8930898999999997;mdj@claret.fr;06 72 26 17 33;
443;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH St Bauzille de Putois;;43.895697600000005;3.7391205999999997;accueildeloisirssaintbauzille@gmail.com;04 67 73 37 68;
444;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH association le passe muraille;;43.7523698;3.7177653;;04 67 55 96 68;
445;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH  La Giraf’à Bulles Bleues à Brissac;;43.877954200000005;3.7032491999999997;alsh.brissac@hotmail.fr;04 99 53 81 47;
446;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH de Ganges;;43.936295799999996;3.7073996;;04 67 73 80 05;
447;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH les santolines Viols le fort;;43.7424485;3.7040333;;06 87 94 43 74;
448;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal st jean de fos;;43.7000816;3.5536885999999996;alsh.saintjean34@hotmail.fr;04 67 29 99 72;
449;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH muncipal st Drezéry;;43.733889000000005;3.981963;;04 67 86 90 87;
450;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Sussargues;;43.7127355;4.0045918;;04 67 87 42 70;
451;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lunel (maternelle);;43.6704367;4.1260303;alsh.lunel@paysdelunel.fr;04 99 51 69 44;alsh.paysdelunel.fr
452;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lunel (élementaire);;43.6761474;4.1300876;alsh.lunel@paysdelunel.fr;04 99 51 69 44;alsh.paysdelunel.fr
453;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH  municipal Lunel viel;;43.6763225;4.0934807;alsh.lunelviel@paysdelunel.fr;07 63 23 10 07;
454;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Vendemian;;43.58103079999999;3.5617242;alsh-vendemian@hotmail.fr;04 67 88 76 51;
455;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;MDJ Cazouls les beziers;;43.393318;3.0969365;maison-des-jeunes7@wanadoo.fr;04 67 93 58 28;
456;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;MDJ Colombiers;;43.3129565;3.1413465;jeunessecolombiers@gmail.com;04 67 32 00 43;
457;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH  municipal Lespignan (primaire);;43.273275700000006;3.1698557999999997;lacardonilha@lespignan.fr;04 67 98 49 96;
458;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal à Puisserguier Planète Lirou;;43.3674862;3.0516002999999996;centreloisirs@cc-sud-herault.fr;04 67 93 52 17;
459;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal du libron Vias;;43.2901713;3.4084874;alsh@ville-vias.fr;04 67 21 50 15;
460;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Le Cyber Sète;;43.408747;3.6809358;;04 67 53 60 10;
461;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH  municipal Le Chateau Vert Sète;;43.4074462;3.6806171;;04 67 51 39 82;
462;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Le Vallon Sète;;43.4089861;3.6801784;;04 67 51 10 33;
