,Unnamed: 0,SECTEUR,SOUS-SECTEUR,CIBLE,AGE-MIN,AGE-MAX,NOM,ADRESSE,LATITUDE,LONGITUDE,MAIL,TELEPHONE,LIEN,Longitude,Latitude,Adresse
431,431,SESSAD,,ENFANT,,,SESSAD ENSOLEILLADE,4 QUAI HERCULE COT BP52 34800 CLERMONT L'HERAULT,,,contact.sessad@ensoleillade.asso.fr,,,3.434903,43.626174,"4 Quai Hercule Cot, 34800 Clermont-l'Hérault"
432,432,SESSAD,,ENFANT,,,SESSAD EOLE,AVENUE MONSEIGNEUR COSTE 34500 BEZIERS,,,,,,3.251712,43.34269,"Avenue Monseigneur Coste, 34500 Béziers"
433,433,SESSAD,,ENFANT,,,SESSAD DU CMEE FONCAUDE,70 RUE TIPAZA LA PAILLADE 34080 MONTPELLIER,,,,,,3.816671,43.629068,"70 Rue de Tipasa, 34080 Montpellier"
434,434,SESSAD,,ENFANT,,,SESSAD APEI DE THAU LES HIRONDELLES,RUE LIERLES 34110 FRONTIGNAN,,,sessad@apeidethau.fr,,,3.727621,43.427074,"Rue des Lierles, 34110 Frontignan"
435,435,SESSAD,,ENFANT,,,SESSAD LA PINÈDE,CHEMIN DE LA PINEDE 34830 JACOU,,,sessad@lapinede.org,,,3.908631,43.663621,"Chemin de la Pinede, 34830 Jacou"
436,436,SESSAD,,ENFANT,,,SESSAD LA CARDABELLE,21 AVENUE DE CASTELNAU 34000 MONTPELLIER,,,,,,3.874367,43.609822,"Rue de Castelnau, 34000 Montpellier"
437,437,SESSAD,,ENFANT,,,SESSAD LA CORNICHE PAYS DE THAU,16 BOULEVARD JOLIOT CURIE 34200 SETE,,,,,,3.671206,43.39585,"16 Boulevard Joliot Curie, 34200 Sète"
438,438,SESSAD,,ENFANT,,,SESSAD L'OMBRELLE,11 RUE DU ROMARIN 34990 JUVIGNAC,,,,,,3.812645,43.614581,"11 Rue du Romarin, 34990 Juvignac"
439,439,SESSAD,,ENFANT,,,SESSAD LES HIRONDELLES,54 RUE DES LIERLES CS 97001 34115 FRONTIGNAN,,,,,,3.727621,43.427074,"Rue des Lierles, 34110 Frontignan"
440,440,SESSAD,,ENFANT,,,SESSAD AUTISME LANGUEDOC ROUSSILLON,11 RUE DU ROMARIN 34990 JUVIGNAC,,,secretariat1@sesameautismelr.fr,,,3.812645,43.614581,"11 Rue du Romarin, 34990 Juvignac"
441,441,SESSAD,,ENFANT,,,SESSAD PESCALUNES,31 RUE DU 8 MAI 1945 34400 LUNEL,,,sessad-pescalunes@apeigrandmontpellier.org,,,4.128208,43.675626,"31 Rue du 8 Mai 1945, 34400 Lunel"
442,442,SESSAD,,ENFANT,,,SESSAD NOTRE DAME DE LA SALETTE,2 RUE PUECH DU FOUR BP 34 34600 BEDARIEUX,,,,,,3.160379,43.613446,"2 Rue Puech du Four, 34600 Bédarieux"
443,443,SESSAD,,ENFANT,,,SESSAD MARCEL FOUCAULT,RESIDENCE DIAMANT BT B 419 RUE LEON BLUM 34000 MONTPELLIER,,,,,,3.890873,43.609875,"Rue Léon Blum, 34000 Montpellier"
444,444,SESSAD,,ENFANT,,,SESSAD IME FONT TROUVE,111 RUE DES NEFLIERS 34400 LUNEL,,,,,,4.12442,43.688296,"111 Rue des Nefliers, 34400 Lunel"
445,445,SESSAD,,ENFANT,,,SESSAD ARIEDA,2446 AVENUE DU PÈRE SOULAS 34090 MONTPELLIER,,,contact@arieda.asso.fr,,,3.844029,43.629626,"2446 Avenue du Père Soulas, 34090 Montpellier"
446,446,MAS,,ADULTE,,,MAS ALEXANDRE JOLIEN,ROUTE DE SAINT GERVAIS COMBES 34200 LAMALOU LES BAINS,,,,,,,,
447,447,MAS,,ADULTE,,,MAS APAR - CENTRE  APIGHREM,4 RUE DES OURGOUILLOUS 34270 SAINT MATHIEU DE TREVIERS,,,,,,3.871408,43.766369,"4 Rue des Orgueillous, 34270 Saint-Mathieu-de-Tréviers"
448,448,MAS,,ADULTE,,,MAS CAMILLE CLAUDEL,RUE HECTOR BERLIOZ 34800 CLERMONT L'HERAULT,,,,,,3.421587,43.627322,"Rue Hector Berlioz, 34800 Clermont-l'Hérault"
449,449,MAS,,ADULTE,,,MAS CENTRE SAINT PIERRE,BP 15 34290 MONTBLANC,,,,,,3.364622,43.398616,"Montblanc, 34290 Montblanc"
450,450,MAS,,ADULTE,,,MAS DE MONTFLOURES,TRAVERSEE DE COLOMBIERS 34500  BEZIERS,,,,,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
451,451,MAS,,ADULTE,,,MAS DU CENTRE PAUL COSTE FLORET,BP3 34240 LAMALOU LES BAINS,,,,,,3.084148,43.597224,"Lamalou-les-Bains, 34240 Lamalou-les-Bains"
452,452,MAS,,ADULTE,,,MAS FONT COLOMBE,509 RUE DU CHÂTEAU BON 34080 MONTPELLIER,,,,,,3.820086,43.618304,"Rue de Font Caude, 34080 Montpellier"
453,453,MAS,,ADULTE,,,MAS LA PARAGE,15 RUE DES AIGUES VIVES BP52 34725 SAINT ANDRE DE SANGONIS,,,,,,3.504845,43.640665,"15 Rue des Aigues Vives, 34725 Saint-André-de-Sangonis"
454,454,MAS,,ADULTE,,,MAS LES IV SEIGNEURS,1082 AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER,,,,,,3.850784,43.638933,"1082 Avenue du Pic Saint Loup, 34090 Montpellier"
455,455,MAS,,ADULTE,,,MAS LES SOLEIL anciennement PROPARA,263  RUE DU CADUCEE PARC EUROMEDECINE 34090 MONTPELLIER,,,,,,3.832599,43.643574,"263 Rue du Caducée, 34090 Montpellier"
456,456,MAS,,ADULTE,,,MAS PAYS DE THAU,1 AVENUE DU PIN 34140 MEZE,,,,,,3.594939,43.421256,"1 Avenue des Pins, 34140 Mèze"
457,457,MAS,,ADULTE,,,MAS PERCE NEIGE,569 AVENUE GEORGES FRECHE 34170 CASTELNAU LE LEZ,,,,,,3.906579,43.626212,"569 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
458,458,MAS,,ADULTE,,,MAS SAINT VITAL,34240 COMBES,,,,,,3.056759,43.604854,"Combes, 34240 Combes"
459,459,FAM,,ADULTE,,,FAM APARD- CENTRE APIGHREM,4 RUE DES OURGOUILLOUS Z.A. LES AVANTS 34271 SAINT MATHIEU DE TREVIERS,,,,,,3.866667,43.76587,"Rue des Avants, 34270 Saint-Mathieu-de-Tréviers"
460,460,FAM,,ADULTE,,,FAM ARCHIPEL DE MASSANE,1855 RUE DE SAINT PRIEST 34090 MONTPELLIER,,,,,,3.831055,43.638882,"1855 Rue Saint-priest, 34090 Montpellier"
461,461,FAM,,ADULTE,,,FAM CENTRE SAINT PIERRE,BP 15 34290 MONTBLANC,,,,,,3.364622,43.398616,"Montblanc, 34290 Montblanc"
462,462,FAM,,ADULTE,,,FAM DE MONTFLOURES,TRAVERSE DE COLOMBIERS 34500 BEZIERS,,,,,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
463,463,FAM,,ADULTE,,,FAM DOMAINE DE LA BRUYERE,DEPARTEMENTALE 171 34400 SAINT CHRISTAOL,,,,,,4.063055,43.702583,"Chemin Departemental 171, 34400 Entre-Vignes"
464,464,FAM,,ADULTE,,,FAM DU MILLENAIRE,341 RUE HIPPOLYTE FIZEAU ZAC DU MILLENAIRE 34000 MONTPELLIER,,,,,,3.913084,43.614444,"341 Rue Hippolyte Fizeau, 34000 Montpellier"
465,465,FAM,,ADULTE,,,FAM FRESCSTIS,5 CHEMIN D'APPRAT BP35 34220 SAINT PONS DE THOMIERES,,,,,,2.758898,43.485926,"Chemin d'Artenac, 34220 Saint-Pons-de-Thomières"
466,466,FAM,,ADULTE,,,FAM ISABELLE MARIE,RUE DU PUIT DE L'AMOUR 34310 QUARANTE,,,,,,2.957729,43.345851,"Rue du Puits de l'Amour, 34310 Quarante"
467,467,FAM,,ADULTE,,,FAM LE GUILHEM,1804 AVENUE DU PÈRE SOULAS 34000 MONTPELLIER,,,,,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
468,468,FAM,,ADULTE,,,FAM LE HAMEAU DES HORIZONS,41 PLAN DES GUARRIGUES 34830 CLAPIERS,,,,,,3.891134,43.649822,"41 Plan des Garrigues, 34830 Clapiers"
469,469,FAM,,ADULTE,,,FAM LE COTEAU DE SESAME,1 ROUTE DE MARGON 34480 POUZOLLES,,,,,,3.286467,43.481496,"1 Route de Margon, 34480 Pouzolles"
470,470,FAM,,ADULTE,,,FAM LES FONTAINES D'O,71 RUE HENRI NOGUERES PARC EUROMEDECINE 34090 MONTPELLIER,,,,,,3.832726,43.637058,"71 Rue Henri Noguères, 34090 Montpellier"
471,471,FAM,,ADULTE,,,FAM LES IV SEIGNEURS,1082 AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER,,,,,,3.850784,43.638933,"1082 Avenue du Pic Saint Loup, 34090 Montpellier"
472,472,FAM,,ADULTE,,,FAM MAISON PERCE NEIGE,569 AVENUE GEORGES FRECHE 34170 CASTELNAU LE LEZ,,,,,,3.906579,43.626212,"569 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
473,473,FAM,,ADULTE,,,FAM ROBERT FALIU,PLAISANCE 34610 AINT ANDRE DE PARSEVAL,,,,,,3.004367,43.671623,"Lieu Dit Plaisance, 34610 Saint-Geniès-de-Varensal"
474,474,FAM,,ADULTE,,,FAM STRUCTURE HENRI WALLON,285 RUE ROBERT KOCH PARC EUROMEDECINE 34080 MONTPELLIER,,,,,,,,
475,475,FOC ET ATO,,ADULTE,,,FOYER DE VIE ARCHIPEL DE MASSANE,1855 RUE DE SAINT PRIEST PARC EUROMEDECINE 34090 MONTPELLIER,,,,,,3.831055,43.638882,"1855 Rue Saint-priest, 34090 Montpellier"
476,476,FOC ET ATO,,ADULTE,,,FOYER DE CANTAUSSEL ( INTERNAT),TRAVERSE DE COLOMBIERS 34500 BEZIERS,,,,,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
477,477,FOC ET ATO,,ADULTE,,,FOYER DE VIE CANTAUSSEL MONTFLOURES,RUE DE CANTAUSSEL 34440 NISSAN LEZ ENSERUNE,,,,,,3.12415,43.284669,"Boulevard de Cantaussel, 34440 Nissan-lez-Enserune"
478,478,FOC ET ATO,,ADULTE,,,FOYER DE VIE CENTRE HERAULT,2 RUE DE L'EGALITE 34120 NEZIGNAN L'EVEQUE,,,,,,3.404986,43.421977,"Rue de l'Egalité, 34120 Nézignan-l'Évêque"
479,479,FOC ET ATO,,ADULTE,,,FOYER DE VIE DANIEL MAYER,CHEMIN DES ALICANTES 34400 LUNEL,,,,,,4.124088,43.664082,"Chemin des Alicantes, 34400 Lunel"
480,480,FOC ET ATO,,ADULTE,,,FOYER DE VIE ESPACE CAMILLE CLAUDEL,ZAC DE FONTENAY RUE EDOOOUARD BERLIOZ 34800 CLERMONT L'HERAULT,,,,,,3.470754,43.603592,"ZAC la Salamane, 34800 Clermont-l'Hérault"
481,481,FOC ET ATO,,ADULTE,,,FOYER DE VIE FRESCATIS,CHEMIN D'APPRAT BP35 34220 SAINT PONS DE THOMIERS,,,,,,2.758898,43.485926,"Chemin d'Artenac, 34220 Saint-Pons-de-Thomières"
482,482,FOC ET ATO,,ADULTE,,,FOYER DE VIE HENRI WALLON,285 RUE ROBERT KOCH PARC EUROMEDECINE II 34080 MONTPELLIER,,,,,,,,
483,483,FOC ET ATO,,ADULTE,,,FOYER DE VIE ISABELLE MARIE,RUE DU PUITS DE L'AMOUR 34310 QUARANTE,,,,,,2.957729,43.345851,"Rue du Puits de l'Amour, 34310 Quarante"
484,484,FOC ET ATO,,ADULTE,,,FOYER DE VIE JEAN PIAGET,13 RUE MARECHAL CLERC 34110 FRONTIGNAN LAPEYRADE,,,,,,,,
485,485,FOC ET ATO,,ADULTE,,,FOYER DE VIE L'HORIZON,7 AVENUE DE CASTELNAU 34090 MONTPELLIER,,,,,,3.880371,43.620052,"7 Avenue de Castelnau, 34090 Montpellier"
486,486,FOC ET ATO,,ADULTE,,,FOYER DE VIE LE PARC ( INTERNAT),227 RUE DU MAS DEVILLARET CS35032 34076 MONTPELLIER,,,,,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
487,487,FOC ET ATO,,ADULTE,,,FOYER DE VIE LES ARAMONS,63/175 RUE DU CADUCEE PARC EUROMEDECINE 34195 MONTPELLIER,,,,,,3.8335,43.643267,"175 Rue du Caducée, 34090 Montpellier"
488,488,FOC ET ATO,,ADULTE,,,FOYER DE VIE LES ECUREUILS,268 RUE DU CADUCEE PARC EUROMEDECINE 34195 MONTPELLIER,,,,,,3.835139,43.642663,"Rue du Caducée, 34090 Montpellier"
489,489,FOC ET ATO,,ADULTE,,,FOYER DE VIE LES TERRES BLANCHES ( EXTERNAT),1804 AVENUE DU PÈRE SOULAS 34095 MONTPELLIER,,,,,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
490,490,FOC ET ATO,,ADULTE,,,FOYER DE VIE MARQUEROSE ( INTERNAT),162 RUE DE MARQUEROSE 34000 MONTPELLIER,,,,,,3.872357,43.590481,"162 Rue de la Marquerose, 34070 Montpellier"
491,491,FOC ET ATO,,ADULTE,,,FOYER DE VIE THIERRY ALBOUY,10 RUE EVARISTE GALOIS BP33073 34514 BEZIERS,,,,,,3.248739,43.327917,"10 Rue Evariste Galois, 34500 Béziers"
492,492,AD,,ADULTE,,,ADJAPF - LE CAP POLE EST,7 RUE DE L'ANTISSARGUES 34070 MONTPELLIER,,,,,,3.885171,43.604928,"7 Rue de l'Aire, 34070 Montpellier"
493,493,AD,,ADULTE,,,ADJAPF - LE CAP POLE EST,CENTRE SAINT PIERRE 34290 MONTBLANC,,,,,,3.372197,43.405799,"Domaine de Saint Pierre, 34290 Montblanc"
494,494,AD,,ADULTE,,,ADJAPF DE L'ETANG DE THAU,AVENUE GEORGES GUYNEMER ILE DE THAU -LE CANNAS BP 318 34200 SETE,,,,,,3.660168,43.412519,"Avenue Georges Guynemer, 34200 Sète"
495,495,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT CENTRE HERAULT,10 RUE LAENNEC BP110 34120 SETE,,,,,,3.422997,43.455944,"10 Rue Rene Laennec, 34120 Pézenas"
496,496,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT DU PLATEAU DES LACS,19 LOTISSEMENT RIEUCROS 34330 LA SALVETAT SUR AGOUT,,,,,,2.697448,43.602328,"19 Rue Rieucros, 34330 La Salvetat-sur-Agout"
497,497,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT LE ROC CASTEL,156 RUE DES ECOLES 34520 LE CAYLAR,,,,,,3.318764,43.862478,"156 Rue des Ecoles, 34520 Le Caylar"
498,498,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT LES COMPAGNONS DE MAGUELONE,DOMAINE DE MAGUELONE 34250  PALAVAS LES FLOTS,,,,,,3.909685,43.519915,"Route de Maguelone, 34250 Palavas-les-Flots"
499,499,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT LES HAUTES GUARRIGUES,230 ALLEE DE L'ESPLANADE 34380 SAINT MARTIN DE LONDRES,,,,,,3.727726,43.788032,"230 Impasse de l'Esplanade, 34380 Saint-Martin-de-Londres"
500,500,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT LES LAVANDES,227 RUE DU MAS DE VILLARET CS 35032 34 076 MONTPELLIER,,,,,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
501,501,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT PAYS DE THAU,CS 97001 34110 FRONTIGNAN,,,,,,3.749313,43.446357,"Frontignan, 34110 Frontignan"
502,502,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT ROBERT BADINTER,CHEMIN DE ALICANTES 34400 LUNEL,,,,,,4.124088,43.664082,"Chemin des Alicantes, 34400 Lunel"
503,503,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT ROBERT FALIU,PLAISANCE 34610 SAINT GENIES DE VARESAL,,,,,,3.004367,43.671623,"Lieu Dit Plaisance, 34610 Saint-Geniès-de-Varensal"
504,504,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT SEVERINE,24 RUE ARGERNCE RESIDENCE ARGENCE 34500 BEZIERS,,,,,,3.219884,43.350755,"24 Rue Argence, 34500 Béziers"
505,505,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT THIEERU ALBOUI,10 RUE EVARISTE GALOIS BP 3073 34514 BEZIERS,,,,,,3.248739,43.327917,"10 Rue Evariste Galois, 34500 Béziers"
506,506,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER ESAT LES ECUREUILS,268 PARC DU CADUCEE PAR EUROMEDECINE 34195 MONTPELLIER CEDEX 5,,,,,,3.835139,43.642663,"Rue du Caducée, 34090 Montpellier"
507,507,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT HENRY WALLON,357 AVENUE DU PROFESSEUR JEAN LOUIS VIALA 34080 MONTPELLIER,,,,,,3.826735,43.63629,"357 Avenue Professeur Jean-louis Viala, 34080 Montpellier"
508,508,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT LE BOUQUET DES GUARRIGUES,CS 97001 34110 FRONTIGNAN,,,,,,3.749313,43.446357,"Frontignan, 34110 Frontignan"
509,509,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT LE COLIBRI,227 RUE DU MAS DE VILLARET CS 35032 34 076 MONTPELLIER,,,,,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
510,510,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT LES COMPAGNONS DE MAGUELONE,DOMAINE DE MAGUELONE 34250  PALAVAS LES FLOTS,,,,,,3.909685,43.519915,"Route de Maguelone, 34250 Palavas-les-Flots"
511,511,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT LES GRANDS ARBRES,CHEMIN DE CASSILLAC 34380 VIOLS LE FORT,,,,,,3.705962,43.742002,"Rue de Cassillac, 34380 Viols-le-Fort"
512,512,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT LES HAUTES GUARRIGUES,230 ALLEE DE L'ESPLANADE 34380 SAINT MARTIN DE LONDRES,,,,,,3.727726,43.788032,"230 Impasse de l'Esplanade, 34380 Saint-Martin-de-Londres"
513,513,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT MA RESIDENCE,18 AVENUE DE LA GARDIE 34510 FLORENSAC,,,,,,3.473506,43.390776,"18 Avenue de la Gardie, 34510 Florensac"
514,514,ESAT FOYER ET HEBERGEMENT,,ADULTE,,,FOYER LOGEMENT PLAISANCE,34610 SAINT GENIES DE VARENSAL,,,,,,3.015713,43.683727,"Saint-Geniès-de-Varensal, 34610 Saint-Geniès-de-Varensal"
515,515,ESAT,,ADULTE,,,SECTION ANNEXE ESAT ATELIERS KENNEDY,285 RUE DU MAS PRUNET 34070 MONTPELLIER,,,,,,3.831113,43.599833,"285 Rue du Mas de Prunet, 34070 Montpellier"
516,516,ESAT,,ADULTE,,,SECTION ANNEXE ESAT DE L'APF,8 RUE DE L'ANTISSARGUES 34070 MONTPELLIER,,,,,,3.885221,43.604855,"8 Rue de l'Aire, 34070 Montpellier"
517,517,ESAT,,ADULTE,,,SECTION ANNEXE ESAT L'ENVOL,369 RUE BLAIZE PASCAL BP 52  P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ,,,,,,3.92007,43.642675,"369 Avenue Blaise Pascal, 34170 Castelnau-le-Lez"
518,518,ESAT,,ADULTE,,,SECTION ANNEXE ESAT LES HAUTES GARRIGUES,ZAE ROUTE DE FROUZET 34380 SAINT MARTIN DE LONDRES,,,,,,3.733133,43.794669,"Route de Frouzet, 34380 Saint-Martin-de-Londres"
519,519,ESAT,,ADULTE,,,SECTION ANNEXE ESAT VIAEUROPA,VIA EUROPA 3 AVENUE DE L'EUROPE 34350 VENDRES,,,,,,3.218983,43.300323,"3 Avenue de l'Europe, 34350 Vendres"
520,520,ESAT,,ADULTE,,,SECTION ANNEXE LES ATELIERS DE SAPORTA,DOMAINE DE SAPORTA 34970 LATTES,,,,,,3.880279,43.575081,"Chemin de Saporta, 34970 Lattes"
521,521,CRP PREORIENTATION,,ADULTE,,,CRIP ET PREORIENTATION,435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ,,,,,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
522,522,CRP PREORIENTATION,,ADULTE,,,UEROS,435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ,,,,,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
523,523,CRP PREORIENTATION,,ADULTE,,,URT,BP3 34240 LAMALOU LES BAINS,,,,,,3.084148,43.597224,"Lamalou-les-Bains, 34240 Lamalou-les-Bains"
524,524,SAVS,,ADULTE,,,SAVS-SIMES (Service D'interprétationde médiation pour Sourd),866 AVENUE DU PROFESSEUR RAVAS IMMEUBLE MAZET 34080 MONTPELLIER,,,,,,3.831959,43.622943,"Rue du Professeur Blayac, 34080 Montpellier"
525,525,SAVS,,ADULTE,,,SAVS AIRIS,100 RUE LEJZER ZAMENHOF 34080 MONTPELLIER,,,,,,3.825962,43.616098,"100 Rue Lejzer Zamenhof, 34080 Montpellier"
526,526,SAVS,,ADULTE,,,SAVS APF- LE CAP POLE EST,7 RUE DE LANTISSARGUES 34070 MONTPELLIER,,,,,,3.885583,43.588004,"7 Rue du Lantissargues, 34070 Montpellier"
527,527,SAVS,,ADULTE,,,SAVS APF- LE CAP POLE OUEST,CENTRE SAINT PIERRE 34,,,,,,3.875171,43.612073,"Rue Saint Pierre, 34000 Montpellier"
528,528,SAVS,,ADULTE,,,SAVS  CENTRE HERAULT,10 RUE LAENNEC BP 100 34120 PEZENAS,,,,,,3.422997,43.455944,"10 Rue Rene Laennec, 34120 Pézenas"
529,529,SAVS,,ADULTE,,,SAVS DE PLAISANCE,34610 SAINT GENIES DE VARENSAL,,,,,,3.015713,43.683727,"Saint-Geniès-de-Varensal, 34610 Saint-Geniès-de-Varensal"
530,530,SAVS,,ADULTE,,,SAVS FRESCATIS,10 LOTISSEMENT RIEUCROS 34330 LA ASLVETAT SUR AGOUT,,,,,,2.697921,43.602988,"10 Rue Rieucros, 34330 La Salvetat-sur-Agout"
531,531,SAVS,,ADULTE,,,SAVS LE CAROUX,1 RUE DES FRERES 34330 LA SALVETET SUR AGOUT,,,,,,2.703127,43.600635,"1 Rue des Freres, 34330 La Salvetat-sur-Agout"
532,532,SAVS,,ADULTE,,,SAVS LIS AURETO,1804 AVENUE DU PÈRE SOULAS 34090 MONTPELLIER,,,,,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
533,533,SAVS,,ADULTE,,,SAVS LOU CAMIN,RUE PIERRE FLOURENS EUROMEDECINE II BAT C 34090 MONTPELLIER,,,,,,3.832477,43.63777,"Rue Pierre Flourens, 34000 Montpellier"
534,534,SAVS,,ADULTE,,,SAVS MA RESIDENCE,16 AENUE DE LA GARDIE 34510 FLORRENSAC,,,,,,3.473506,43.390776,"16 Avenue de la Gardie, 34510 Florensac"
535,535,SAVS,,ADULTE,,,SAVS TERRITOIRE DU LUNELLOIS,450 AVENUE DES ABRIVADOS CENTRE ATHENAS BTB 34400 LUNEL,,,,,,4.1282,43.669302,"450 Avenue des Abrivados, 34400 Lunel"
536,536,SAVS,,ADULTE,,,SAVS TONY LAINE,1882 RUE DE MALBOSC CENTRE EUMEDECINE II 34080 MONTPELLIER,,,,,,3.83349,43.625162,"Rue de Malbosc, 34080 Montpellier"
537,537,SAMSAH,,ADULTE,,,SAMSAH SAPA DE LA FAF-LR,420 ALLEE HENRY DE MONTMORENCY II  34000 MONTPELLIER,,,,,,3.888402,43.610155,"420 Allée Henri II de Montmorency, 34000 Montpellier"
538,538,SAMSAH,,ADULTE,,,SAMSAH APF ,7 RUE DE LANTISSARGUES 34070 MONTPELLIER,,,,,,3.885583,43.588004,"7 Rue du Lantissargues, 34070 Montpellier"
539,539,SAMSAH,,ADULTE,,,SAMSAH APF MONTBLANC,CENTRE SAINT PIERRE 34290 MONTBLANC,,,,,,3.372197,43.405799,"Domaine de Saint Pierre, 34290 Montblanc"
540,540,SAMSAH,,ADULTE,,,SAMSAH AVH,22 BOULEVARD YVES NAT 34500 BEZIERS,,,,,,3.230215,43.349005,"22 Boulevard Yves Nat, 34500 Béziers"
541,541,SAMSAH,,ADULTE,,,SAMSAH GIHP,1 CHEMIN DE BORIE PARC DE BELLEGARDE 34170 CASTELNAU LE LEZ,,,,,,,,
542,542,SAMSAH,,ADULTE,,,SAMSAH LES VENTS DU SUD,95 RUE PIERRE FLOURENS BT C 34090 MONTPELLIER,,,,,,3.832109,43.637628,"95 Rue Pierre Flourens, 34000 Montpellier"
543,543,SAMSAH,,ADULTE,,,SAMSAH TONY LAINE,1882 RUE DE MALBOSC PARC EUROMEDECINE II 34080 MONTPELLIER,,,,,,3.83349,43.625162,"Rue de Malbosc, 34080 Montpellier"
544,544,GEM,,ADULTE,,,CLUB D'ACCEUIL GEM BEZIERS,26 AVENUE JEAN MOULIN 34500 BEZIERSS,,,,,,3.227638,43.350089,"26 Avenue Jean Moulin, 34500 Béziers"
545,545,GEM,,ADULTE,,,CLUB D'ACCEUIL GEM GAMBETTA,12 BIS BOULEVARD PASTEUR 34000 MONTPELLIER,,,,,,3.874862,43.6154,"Boulevard Pasteur, 34000 Montpellier"
546,546,GEM,,ADULTE,,,CLUB D'ACCEUIL GEM LESSEPS,356 RUE FERDINAND DE LESSEPS 34000 MONTPELLIER,,,,,,3.878392,43.593093,"356 Rue Ferdinand de Lesseps, 34070 Montpellier"
547,547,GEM,,ADULTE,,,GEM  JANUS 34,1445 ROUTE DE MENDE 34090 MONTPELLIERR,,,,,,3.86816,43.63508,"1445 Route de Mende, 34090 Montpellier"
548,548,GEM,,ADULTE,,,GEM  LES BEAUX ARTS DES T.C.,134 RUE DE THEBES 34000 MONTPELLIER,,,,,,3.888904,43.608748,"134 Rue de Thèbes, 34000 Montpellier"
549,549,GEM,,ADULTE,,,GEM RABELAIS - club services loisirs,49 BOULEVARD RABELAIS 34000 MONTPELLIER,,,,,,3.883964,43.601772,"49 Boulevard Rabelais, 34000 Montpellier"
550,550,EA,,ADULTE,,,ENTREPRISE ADAPTEE APF ENTREPRISE 34,ZAC PARC EUREKA 301 AVENUE DE WALHALLA 34000 MONTPELLIER,,,,,,3.915125,43.618239,"Avenue du Walhalla, 34000 Montpellier"
551,551,EA,,ADULTE,,,ENTREPRISE ADAPTEE D L'ETANG DE L'OR,650 RUE BLAISE PASCAL BP 52 P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ,,,,,,3.919928,43.644509,"650 Avenue Blaise Pascal, 34170 Castelnau-le-Lez"
552,552,EA,,ADULTE,,,ENTREPRISE ADAPTEE DES HAUTES GARRIGUES,ZAE ROUTE DE FROUZET 34080 SAINT MARTIN DE LONDRES,,,,,,3.733133,43.794669,"Route de Frouzet, 34380 Saint-Martin-de-Londres"
553,553,EA,,ADULTE,,,ENTREPRISE ADAPTEE EAOS SERVICES,212 RUE DE L'ARTISANAT 34400 LUNEL,,,,,,4.117802,43.678934,"212 Rue de l'Artisanat, 34400 Lunel"
